"dataset","source_id","trait","ancestry","genome_build","tier","p_threshold","candidate_snps","strong_snps","mapped_snps","post_clump_snps","min_f","mean_f","exclusion_reason"
"microbiome_2026","GCST90670436","Gut microbiome species abundance (Anaerotignum faecicola, GCF_003865035.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670436","Gut microbiome species abundance (Anaerotignum faecicola, GCF_003865035.1)","EUR","GRCh37","exploratory",1e-05,86,86,84,27,19.5017241475669,21.346120366025,""
"microbiome_2026","GCST90670437","Gut microbiome species abundance (Blautia A massiliensis, GCF_001487165.1)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.7401351493295,30.7401351493295,""
"microbiome_2026","GCST90670437","Gut microbiome species abundance (Blautia A massiliensis, GCF_001487165.1)","EUR","GRCh37","exploratory",1e-05,111,111,110,15,19.5036137671219,22.4488910933066,""
"microbiome_2026","GCST90670438","Gut microbiome species abundance (Copromonas sp900066535, GCF_003435375.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670438","Gut microbiome species abundance (Copromonas sp900066535, GCF_003435375.1)","EUR","GRCh37","exploratory",1e-05,97,97,95,19,19.6650014172336,22.3361472339913,""
"microbiome_2026","GCST90670439","Gut microbiome species presence (Phil1 sp001940855, GCA_001940855.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670439","Gut microbiome species presence (Phil1 sp001940855, GCA_001940855.1)","EUR","GRCh37","exploratory",1e-05,289,289,279,20,19.9115469920866,21.8269423520402,""
"microbiome_2026","GCST90670440","Gut microbiome species presence (Ligilactobacillus ruminis, GCF_900113455.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670440","Gut microbiome species presence (Ligilactobacillus ruminis, GCF_900113455.1)","EUR","GRCh37","exploratory",1e-05,99,99,99,11,19.5497097930397,21.4014412903742,""
"microbiome_2026","GCST90670441","Gut microbiome species abundance (Ruthenibacterium lactatiformans, GCF_000949455.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670441","Gut microbiome species abundance (Ruthenibacterium lactatiformans, GCF_000949455.1)","EUR","GRCh37","exploratory",1e-05,163,163,163,20,19.69140625,21.5554329797205,""
"microbiome_2026","GCST90670442","Gut microbiome species abundance (Gemmiger formicilis, GCF_900167555.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670442","Gut microbiome species abundance (Gemmiger formicilis, GCF_900167555.1)","EUR","GRCh37","exploratory",1e-05,23,23,23,10,19.7011388119421,22.2749091533724,""
"microbiome_2026","GCST90670443","Gut microbiome species abundance (Alistipes finegoldii, GCF_000265365.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670443","Gut microbiome species abundance (Alistipes finegoldii, GCF_000265365.1)","EUR","GRCh37","exploratory",1e-05,78,78,78,25,19.6574604331529,21.7255028403513,""
"microbiome_2026","GCST90670444","Gut microbiome species presence (Enterococcus faecalis, GCF_000392875.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670444","Gut microbiome species presence (Enterococcus faecalis, GCF_000392875.1)","EUR","GRCh37","exploratory",1e-05,20,20,19,8,19.6260607158521,21.4924767142564,""
"microbiome_2026","GCST90670445","Gut microbiome species abundance (CAG-170 sp000432135, GCA_000432135.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670445","Gut microbiome species abundance (CAG-170 sp000432135, GCA_000432135.1)","EUR","GRCh37","exploratory",1e-05,51,51,50,14,19.7003059853013,21.3847940427943,""
"microbiome_2026","GCST90670446","Gut microbiome species abundance (ER4 sp900317525, GCF_018918025.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670446","Gut microbiome species abundance (ER4 sp900317525, GCF_018918025.1)","EUR","GRCh37","exploratory",1e-05,89,89,87,22,19.5926326542876,20.9426491315682,""
"microbiome_2026","GCST90670447","Gut microbiome species presence (Dialister invisus, GCF_000160055.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670447","Gut microbiome species presence (Dialister invisus, GCF_000160055.1)","EUR","GRCh37","exploratory",1e-05,54,54,54,17,19.5418176457352,21.3913220719558,""
"microbiome_2026","GCST90670448","Gut microbiome species presence (Sutterella wadsworthensis, GCF_003315195.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670448","Gut microbiome species presence (Sutterella wadsworthensis, GCF_003315195.1)","EUR","GRCh37","exploratory",1e-05,59,59,59,13,19.7136,21.1252644922856,""
"microbiome_2026","GCST90670449","Gut microbiome species abundance (Mediterraneibacter faecis, GCA_001312505.1)","EUR","GRCh37","primary",5e-08,37,37,36,1,35.1968380177515,35.1968380177515,""
"microbiome_2026","GCST90670449","Gut microbiome species abundance (Mediterraneibacter faecis, GCA_001312505.1)","EUR","GRCh37","exploratory",1e-05,118,118,116,14,19.6054791386657,21.9771493015338,""
"microbiome_2026","GCST90670450","Gut microbiome species presence (Coprococcus eutactus, GCA_025149915.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670450","Gut microbiome species presence (Coprococcus eutactus, GCA_025149915.1)","EUR","GRCh37","exploratory",1e-05,23,23,23,7,19.5985682980278,21.2560549476891,""
"microbiome_2026","GCST90670451","Gut microbiome species presence (Ruminococcus E bromii, GCF_002834225.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670451","Gut microbiome species presence (Ruminococcus E bromii, GCF_002834225.1)","EUR","GRCh37","exploratory",1e-05,30,30,30,7,19.5601020299713,21.2831460360123,""
"microbiome_2026","GCST90670452","Gut microbiome species abundance (Eggerthella lenta, GCF_000024265.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670452","Gut microbiome species abundance (Eggerthella lenta, GCF_000024265.1)","EUR","GRCh37","exploratory",1e-05,67,67,66,21,19.6313053418493,20.9890444773644,""
"microbiome_2026","GCST90670453","Gut microbiome species presence (Parasutterella gallistercoris, GCA_000980495.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670453","Gut microbiome species presence (Parasutterella gallistercoris, GCA_000980495.1)","EUR","GRCh37","exploratory",1e-05,34,34,34,10,19.5636094674556,21.1464025504941,""
"microbiome_2026","GCST90670454","Gut microbiome species abundance (Lachnospira sp900316325, GCF_014287955.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670454","Gut microbiome species abundance (Lachnospira sp900316325, GCF_014287955.1)","EUR","GRCh37","exploratory",1e-05,41,41,41,19,19.5871973335947,21.0250505299026,""
"microbiome_2026","GCST90670455","Gut microbiome species presence (CAG-269 sp003525075, GCA_003525075.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670455","Gut microbiome species presence (CAG-269 sp003525075, GCA_003525075.1)","EUR","GRCh37","exploratory",1e-05,41,41,40,10,19.496120782872,21.5137921871918,""
"microbiome_2026","GCST90670456","Gut microbiome species presence (CAG-302 sp000431795, GCA_000431795.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670456","Gut microbiome species presence (CAG-302 sp000431795, GCA_000431795.1)","EUR","GRCh37","exploratory",1e-05,100,100,95,15,19.6161503581771,21.1281224183536,""
"microbiome_2026","GCST90670457","Gut microbiome species presence (Parasutterella excrementihominis, GCF_000205025.1)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.2301476625526,30.2301476625526,""
"microbiome_2026","GCST90670457","Gut microbiome species presence (Parasutterella excrementihominis, GCF_000205025.1)","EUR","GRCh37","exploratory",1e-05,126,126,126,13,19.7136,21.6775588506556,""
"microbiome_2026","GCST90670458","Gut microbiome species presence (CAG-103 sp000432375, GCA_000432375.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670458","Gut microbiome species presence (CAG-103 sp000432375, GCA_000432375.1)","EUR","GRCh37","exploratory",1e-05,77,77,77,17,19.4864208504627,21.0282866314123,""
"microbiome_2026","GCST90670459","Gut microbiome species presence (CAG-103 sp900543625, GCA_900543625.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670459","Gut microbiome species presence (CAG-103 sp900543625, GCA_900543625.1)","EUR","GRCh37","exploratory",1e-05,38,38,37,15,19.5725172007346,20.9957660640743,""
"microbiome_2026","GCST90670460","Gut microbiome species presence (Eubacterium R sp000434995, GCA_000434995.1)","EUR","GRCh37","primary",5e-08,88,88,87,1,34.193341990523,34.193341990523,""
"microbiome_2026","GCST90670460","Gut microbiome species presence (Eubacterium R sp000434995, GCA_000434995.1)","EUR","GRCh37","exploratory",1e-05,231,231,226,15,19.6620235225363,22.4561795437914,""
"microbiome_2026","GCST90670461","Gut microbiome species presence (Veillonella atypica, GCF_002959915.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670461","Gut microbiome species presence (Veillonella atypica, GCF_002959915.1)","EUR","GRCh37","exploratory",1e-05,134,134,131,12,19.709469983775,22.0433942649596,""
"microbiome_2026","GCST90670462","Gut microbiome species abundance (Butyribacter sp003529475, GCF_003478335.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670462","Gut microbiome species abundance (Butyribacter sp003529475, GCF_003478335.1)","EUR","GRCh37","exploratory",1e-05,53,53,52,14,19.7340976331361,21.4274585819413,""
"microbiome_2026","GCST90670463","Gut microbiome species presence (Ruminococcus C sp000433635, GCA_000433635.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670463","Gut microbiome species presence (Ruminococcus C sp000433635, GCA_000433635.1)","EUR","GRCh37","exploratory",1e-05,38,38,38,10,19.5524760330579,21.141115224937,""
"microbiome_2026","GCST90670464","Gut microbiome species presence (Limisoma sp000437795, GCA_022009815.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670464","Gut microbiome species presence (Limisoma sp000437795, GCA_022009815.1)","EUR","GRCh37","exploratory",1e-05,82,82,81,12,19.9032423707231,21.283260898149,""
"microbiome_2026","GCST90670465","Gut microbiome species abundance (Mediterraneibacter lactaris, GCA_025152405.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670465","Gut microbiome species abundance (Mediterraneibacter lactaris, GCA_025152405.1)","EUR","GRCh37","exploratory",1e-05,151,151,149,21,20.0480837154728,22.281967596903,""
"microbiome_2026","GCST90670466","Gut microbiome species presence (Bifidobacterium catenulatum, GCF_001025195.1)","EUR","GRCh37","primary",5e-08,41,41,41,1,39.0625,39.0625,""
"microbiome_2026","GCST90670466","Gut microbiome species presence (Bifidobacterium catenulatum, GCF_001025195.1)","EUR","GRCh37","exploratory",1e-05,262,262,261,13,19.5328463927679,22.3726411440922,""
"microbiome_2026","GCST90670467","Gut microbiome species abundance (Faecousia sp003525905, GCA_003525905.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670467","Gut microbiome species abundance (Faecousia sp003525905, GCA_003525905.1)","EUR","GRCh37","exploratory",1e-05,73,73,72,23,19.6600213599146,22.3240846003477,""
"microbiome_2026","GCST90670468","Gut microbiome species presence (COE1 sp001916965, GCA_001916965.1)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.8007154599311,30.8007154599311,""
"microbiome_2026","GCST90670468","Gut microbiome species presence (COE1 sp001916965, GCA_001916965.1)","EUR","GRCh37","exploratory",1e-05,124,124,121,20,19.5179327244375,21.9118030852253,""
"microbiome_2026","GCST90670469","Gut microbiome species presence (Paraprevotella clara, GCF_000233955.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670469","Gut microbiome species presence (Paraprevotella clara, GCF_000233955.1)","EUR","GRCh37","exploratory",1e-05,43,43,43,12,19.5579954035007,21.2838788735825,""
"microbiome_2026","GCST90670470","Gut microbiome species abundance (Eubacterium G ventriosum, GCA_025150745.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670470","Gut microbiome species abundance (Eubacterium G ventriosum, GCA_025150745.1)","EUR","GRCh37","exploratory",1e-05,227,227,221,27,19.5286007785467,21.6635501963191,""
"microbiome_2026","GCST90670471","Gut microbiome species presence (Holdemanella biformis, GCF_000156655.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670471","Gut microbiome species presence (Holdemanella biformis, GCF_000156655.1)","EUR","GRCh37","exploratory",1e-05,154,154,151,13,19.6267247563741,21.7195028017991,""
"microbiome_2026","GCST90670472","Gut microbiome species abundance (Dorea A longicatena, GCA_025150085.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670472","Gut microbiome species abundance (Dorea A longicatena, GCA_025150085.1)","EUR","GRCh37","exploratory",1e-05,46,46,44,13,19.6030770846461,21.0752962723133,""
"microbiome_2026","GCST90670473","Gut microbiome species abundance (Blautia A obeum, GCA_025147765.1)","EUR","GRCh37","primary",5e-08,34,34,33,1,45.7537379850481,45.7537379850481,""
"microbiome_2026","GCST90670473","Gut microbiome species abundance (Blautia A obeum, GCA_025147765.1)","EUR","GRCh37","exploratory",1e-05,159,159,154,18,19.8354766803841,22.9147833597627,""
"microbiome_2026","GCST90670474","Gut microbiome species abundance (Bacteroides thetaiotaomicron, GCF_000011065.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670474","Gut microbiome species abundance (Bacteroides thetaiotaomicron, GCF_000011065.1)","EUR","GRCh37","exploratory",1e-05,184,184,181,19,19.6375591836735,21.5398087741682,""
"microbiome_2026","GCST90670475","Gut microbiome species presence (CAG-353 sp900066885, GCA_902363145.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670475","Gut microbiome species presence (CAG-353 sp900066885, GCA_902363145.1)","EUR","GRCh37","exploratory",1e-05,99,99,98,18,19.6255195853098,22.1949644062445,""
"microbiome_2026","GCST90670476","Gut microbiome species presence (Methanobrevibacter A smithii A, GCF_023617305.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670476","Gut microbiome species presence (Methanobrevibacter A smithii A, GCF_023617305.1)","EUR","GRCh37","exploratory",1e-05,85,85,84,15,19.5571204775446,20.97405797516,""
"microbiome_2026","GCST90670477","Gut microbiome species abundance (Enterocloster sp000431375, GCF_003473545.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670477","Gut microbiome species abundance (Enterocloster sp000431375, GCF_003473545.1)","EUR","GRCh37","exploratory",1e-05,277,277,277,19,19.3923070448615,21.7607642059899,""
"microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","EUR","GRCh37","primary",5e-08,4,4,4,2,30.2021928166352,32.0317540046895,""
"microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","EUR","GRCh37","exploratory",1e-05,99,99,96,14,19.5401166932698,22.8772160164255,""
"microbiome_2026","GCST90670479","Gut microbiome species presence (Duodenibacillus massiliensis, GCF_900128485.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670479","Gut microbiome species presence (Duodenibacillus massiliensis, GCF_900128485.1)","EUR","GRCh37","exploratory",1e-05,76,76,76,9,19.9809,22.2296563698776,""
"microbiome_2026","GCST90670480","Gut microbiome species presence (Bacteroides fragilis, GCF_000025985.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670480","Gut microbiome species presence (Bacteroides fragilis, GCF_000025985.1)","EUR","GRCh37","exploratory",1e-05,83,83,81,18,19.6074523645546,21.1308990194736,""
"microbiome_2026","GCST90670481","Gut microbiome species abundance (Flavonifractor plautii, GCF_000239295.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670481","Gut microbiome species abundance (Flavonifractor plautii, GCF_000239295.1)","EUR","GRCh37","exploratory",1e-05,113,113,113,15,19.5186304974665,21.8110149331492,""
"microbiome_2026","GCST90670482","Gut microbiome species abundance (Anaerobutyricum hallii, GCF_000173975.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670482","Gut microbiome species abundance (Anaerobutyricum hallii, GCF_000173975.1)","EUR","GRCh37","exploratory",1e-05,85,85,84,21,19.4897148801468,22.2748005945922,""
"microbiome_2026","GCST90670483","Gut microbiome species presence (CAG-273 sp003534295, GCA_003534295.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670483","Gut microbiome species presence (CAG-273 sp003534295, GCA_003534295.1)","EUR","GRCh37","exploratory",1e-05,121,121,118,17,19.5679439328167,21.2407897833612,""
"microbiome_2026","GCST90670484","Gut microbiome species abundance (KLE1615 sp900066985, GCA_003478935.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670484","Gut microbiome species abundance (KLE1615 sp900066985, GCA_003478935.1)","EUR","GRCh37","exploratory",1e-05,33,33,32,12,19.4576154493451,21.3105573480776,""
"microbiome_2026","GCST90670485","Gut microbiome species abundance (Bacteroides ovatus, GCF_001314995.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670485","Gut microbiome species abundance (Bacteroides ovatus, GCF_001314995.1)","EUR","GRCh37","exploratory",1e-05,57,57,57,17,19.4956213017752,21.2131196054235,""
"microbiome_2026","GCST90670486","Gut microbiome species presence (Scatacola A faecigallinarum, GCA_000436375.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90670486","Gut microbiome species presence (Scatacola A faecigallinarum, GCA_000436375.1)","EUR","GRCh37","exploratory",1e-05,131,131,131,12,19.5335017468422,21.7518516903533,""
"microbiome_2026","GCST90670487","Gut microbiome species presence (Lachnospira sp000436535, GCA_000436535.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
